id        	scores          	mean	title
YUYJsHOf3c	8,6,8,8         	7.5 	ReGenesis: LLMs can Grow into Reasoning Generalists via Self-Improvement
FVuqJt3c4L	8,8,5,8,8,8     	7.5 	Population Transformer: Learning Population-level Representations of Neural Activity
1pXzC30ry5	8,6,8,8         	7.5 	RMP-SAM: Towards Real-Time Multi-Purpose Segment Anything
9NfHbWKqMF	8,8,8,6         	7.5 	SplatFormer: Point Transformer for Robust 3D Gaussian Splatting
jXvwJ51vcK	6,8,8,8         	7.5 	Multimodality Helps Few-Shot 3D Point Cloud Semantic Segmentation
jXLiDKsuDo	8,8,8,6         	7.5 	SimBa: Simplicity Bias for Scaling Up Parameters in Deep Reinforcement Learning
tfyHbvFZ0K	8,8,8,6         	7.5 	Knowledge Localization: Mission Not Accomplished? Enter Query Localization!
FhBT596F1X	8,6,8,8         	7.5 	Learning Equivariant Non-Local Electron Density Functionals
FDnZFpHmU4	8,8,8,6         	7.5 	Determine-Then-Ensemble: Necessity of Top-k Union for Large Language Model Ensembling
9YNyiCJE3k	6,8,8,8         	7.5 	OSDA Agent: Leveraging Large Language Models for De Novo Design of Organic Structure Directing Agents
ExrEw8cVlU	8,6,8,8         	7.5 	Poison-splat: Computation Cost Attack on 3D Gaussian Splatting
9bMZ29SPVx	6,8,8,8         	7.5 	A CLIP-Powered Framework for Robust and Generalizable Data Selection
fgUFZAxywx	6,10,6,8        	7.5 	Linear Spherical Sliced Optimal Transport: A Fast Metric for Comparing Spherical Data
trKNi4IUiP	8,6,8,8         	7.5 	Robustness Inspired Graph Backdoor Defense
1KLBvrYz3V	8,8,6,8         	7.5 	Century: A Framework and Dataset for Evaluating Historical Contextualisation of Sensitive Images
jCPak79Kev	8,8,6,8         	7.5 	AnalogGenie: A Generative Engine for Automatic Discovery of Analog Circuit Topologies
twEvvkQqPS	8,8,6,8         	7.5 	Enhancing the Scalability and Applicability of Kohn-Sham Hamiltonians for Molecular Systems
Fk3eod9aaD	8,8,6,8         	7.5 	In Search of Forgotten Domain Generalization
FtX6oAW7Dd	8,6,8,8         	7.5 	PLENCH: Realistic Evaluation of Deep Partial-Label Learning Algorithms
HD6bWcj87Y	6,8,6,10        	7.5 	Data Shapley in One Training Run
H2Gxil855b	6,8,8,8         	7.5 	Atlas Gaussians Diffusion for 3D Generation
szRmEM8Kx5	6,8,8,8         	7.5 	Effective post-training embedding compression via temperature control in contrastive training
GjM61KRiTG	8,8,8,6         	7.5 	Bi-Factorial Preference Optimization: Balancing Safety-Helpfulness in Language Models
cmXWYolrlo	8,8,8,6         	7.5 	Geometric Inductive Biases of Deep Networks: The Role of Data and Architecture
cnKhHxN3xj	8,6,8,8         	7.5 	Wasserstein Distances, Neuronal Entanglement, and Sparsity
dsHpulHpOK	8,8,8,6         	7.5 	Reinforcement Learning for Control of Non-Markovian Cellular Population Dynamics
kFsWpSxkFz	8,8,6,8         	7.5 	MetaUrban: An Embodied AI Simulation Platform for Urban Micromobility
d9aWa875kj	8,8,8,6         	7.5 	Exact Certification of (Graph) Neural Networks Against Label Poisoning
dDpB23VbVa	8,8,8,6         	7.5 	Patch-Level Training for Large Language Models
dGVZwyq5tV	8,8,8,6         	7.5 	Training-Free Activation Sparsity in Large Language Models
dOAkHmsjRX	8,6,8,8         	7.5 	Budgeted Online Continual Learning by Adaptive Layer Freezing and Frequency-based Sampling
dRXxFEY8ZE	8,6,8,8         	7.5 	$\texttt{BirdSet}$: A Large-Scale Dataset for Audio Classification in Avian Bioacoustics
jsVehKnSj4	8,6,8,8         	7.5 	Minimax-optimal trust-aware multi-armed bandits
lzdFImKK8w	8,6,10,6        	7.5 	Boltzmann-Aligned Inverse Folding Model as a Predictor of Mutational Effects on Protein-Protein Interactions
cTR17xl89h	8,6,8,8         	7.5 	Genesis: Advancing Towards Efficient Embodiment Co-Design
j7cyANIAxV	8,8,6,8         	7.5 	Rethinking the generalization of drug target affinity prediction algorithms via similarity aware evaluation
friHAl5ofG	8,8,6,8         	7.5 	Vision Language Models are In-Context Value Learners
APojAzJQiq	6,8,8,8         	7.5 	ConFIG: Towards Conflict-free Training of Physics Informed Neural Networks
AUCYptvAf3	8,8,6,8         	7.5 	Multi-Robot Motion Planning with Diffusion Models
hJ1BaJ5ELp	8,8,6,8         	7.5 	Probabilistic Neural Pruning via Sparsity Evolutionary Fokker-Planck-Kolmogorov Equation
hNjCVVm0EQ	8,6,8,8         	7.5 	MamKO: Mamba-based Koopman operator for modeling and predictive control
CLE09ESvul	6,8,8,8         	7.5 	What should a neuron aim for? Designing local objective functions based on information theory
uuriavczkL	6,10,6,8        	7.5 	Counterfactual Realizability
0bmGL4q7vJ	8,8,8,6         	7.5 	Multi-modal Agent Tuning: Building a VLM-Driven Agent for Efficient Tool Usage
uvHmnahyp1	8,6,8,8         	7.5 	SynFlowNet: Design of Diverse and Novel Molecules with Synthesis Constraints
BmG88rONaU	8,8,8,6         	7.5 	Test-time Adaptation for Cross-modal Retrieval with Query Shift
BgxsmpVoOX	8,6,8,8         	7.5 	Rare-to-Frequent: Unlocking Compositional Generation Power of Diffusion Models on Rare Concepts with LLM Guidance
v9EjwMM55Y	6,8,8,8         	7.5 	UniMatch: Universal Matching from Atom to Task for Few-Shot Drug Discovery
03OkC0LKDD	8,8,6,8         	7.5 	The Vital Role of Gradient Clipping in Byzantine-Resilient Distributed Learning
BL4WBIfyrz	8,8,8,6         	7.5 	Lightweight Neural App Control
vRvVVb0NAz	8,8,6,8         	7.5 	When is Task Vector Provably Effective for Model Editing? A Generalization Analysis of Nonlinear Transformers
hpCfPEvBsr	8,8,6,8         	7.5 	MixEval-X: Any-to-any Evaluations from Real-world Data Mixture
EPHsIa0Ytg	6,8,8,8         	7.5 	Improved Approximation Algorithms for $k$-Submodular Maximization via Multilinear Extension
ujpAYpFDEA	8,6,8,8         	7.5 	Can Watermarked LLMs be Identified by Users via Crafted Prompts?
AP0ndQloqR	6,8,8,8         	7.5 	Geometry of Neural Reinforcement Learning in Continuous State and Action Spaces
E1EHO0imOb	8,6,8,8         	7.5 	Scaling FP8 training to trillion-token LLMs
iuxaCU3DI7	6,8,8,8         	7.5 	Recognize Any Surgical Object: Unleashing the Power of Weakly-Supervised Data
gI0kPklUKS	6,8,8,8         	7.5 	Bilinear MLPs enable weight-based mechanistic interpretability
10JOlFIPjt	6,8,8,8         	7.5 	In vivo cell-type and brain region classification via multimodal contrastive learning
A1ztozypga	8,6,8,8         	7.5 	Hymba: A Hybrid-head Architecture for Small Language Models
0yvZm2AjUr	6,8,8,8         	7.5 	Monitoring Latent World States in Language Models with Propositional Probes
h0ZfDIrj7T	8,8,8,6         	7.5 	Mixture-of-Agents Enhances Large Language Model Capabilities
is4nCVkSFA	8,6,8,8         	7.5 	Can Neural Networks Achieve Optimal Computational-statistical Tradeoff? An Analysis on Single-Index Model
AEFVa6VMu1	8,6,8,8         	7.5 	Approximation algorithms for combinatorial optimization with predictions
ikkvC1UnnE	8,6,8,8         	7.5 	Adaptive Batch Size for Privately Finding Second-Order Stationary Points
ijbA5swmoK	6,8,8,8         	7.5 	Second-Order Min-Max Optimization with Lazy Hessians
0fhzSFsGUT	8,8,6,8         	7.5 	PETRA: Parallel End-to-end Training with Reversible Architectures
0fJfVOSUra	6,8,8,8         	7.5 	ThunderKittens: Simple, Fast, and $\textit{Adorable}$ Kernels
gye2U9uNXx	6,8,8,8         	7.5 	Uncovering Gaps in How Humans and LLMs Interpret Subjective Language
DRiLWb8bJg	8,8,8,6         	7.5 	Stabilizing Reinforcement Learning in Differentiable Multiphysics Simulation
kRoWeLTpL4	8,8,8,6         	7.5 	Copyright-Protected Language Generation via Adaptive Model Fusion
tIBAOcAvn4	8,8,6,8         	7.5 	Boosting Ray Search Procedure of Hard-label Attacks with Transfer-based Priors
st77ShxP1K	6,8,8,8         	7.5 	Do as We Do, Not as You Think: the Conformity of Large Language Models
2kGKsyhtvh	8,8,6,8         	7.5 	Towards hyperparameter-free optimization with differential privacy
3IFRygQKGL	8,6,8,8         	7.5 	OptionZero: Planning with Learned Options
ZGkfoufDaU	8,8,6,8         	7.5 	Min-K%++: Improved Baseline for Pre-Training Data Detection from Large Language Models
kwqhn2VuG4	8,8,8,6         	7.5 	OmniCorpus: A Unified Multimodal Corpus of 10 Billion-Level Images Interleaved with Text
awvJBtB2op	8,8,6,8         	7.5 	Generating Freeform Endoskeletal Robots
lgsyLSsDRe	8,6,8,8         	7.5 	NV-Embed: Improved Techniques for Training LLMs as Generalist Embedding Models
kxFtMHItrf	8,8,8,6         	7.5 	Reti-Diff: Illumination Degradation Image Restoration with Retinex-based Latent Diffusion Model
rwqShzb9li	6,8,10,6        	7.5 	Linear Representations of Political Perspective Emerge in Large Language Models
ZV7CLf0RHK	6,8,8,8         	7.5 	Fine-tuning with Reserved Majority for Noise Reduction
2pNLknCTvG	8,6,8,8         	7.5 	uniINF: Best-of-Both-Worlds Algorithm for Parameter-Free Heavy-Tailed MABs
8oFvUBvF1u	6,6,8,10        	7.5 	DenseMatcher: Learning 3D Semantic Correspondence for Category-Level Manipulation from One Demo
avSocG0oFA	8,8,8,6         	7.5 	Revisiting Delta-Parameter Pruning For Fine-Tuned Models
l2zFn6TIQi	8,8,6,8         	7.5 	Controlling Language and Diffusion Models by Transporting Activations
IC5RJvRoMp	6,8,8,8         	7.5 	Streamlining Redundant Layers to Compress Large Language Models
l4fMj4Vnly	6,8,8,8         	7.5 	ADIFF: Explaining audio difference using natural language
agHddsQhsL	8,8,8,6         	7.5 	Targeted Attack Improves Protection against Unauthorized Diffusion Customization
IUmj2dw5se	8,6,8,8         	7.5 	CEB: Compositional Evaluation Benchmark for Fairness in Large Language Models
lXRDQsiP2v	8,8,8,6         	7.5 	Token Statistics Transformer: Linear-Time Attention via Variational Rate Reduction
J9VogDTa1W	8,8,6,8         	7.5 	Systems with Switching Causal Relations: A Meta-Causal Perspective
8bjspmAMBk	8,6,8,8         	7.5 	Quality Measures for Dynamic Graph Generative Models
IuU0wcO0mo	6,8,8,8         	7.5 	Multi-session, multi-task neural decoding from distinct cell-types and brain regions
37EXtKCOkn	8,8,6,8         	7.5 	Learning Spatiotemporal Dynamical Systems from Point Process Observations
auZZ2gN0ZN	8,6,8,8         	7.5 	Dense Video Object Captioning from Disjoint Supervision
2iCIHgE8KG	8,8,8,6         	7.5 	Discovering Temporally Compositional Neural Manifolds with Switching Infinite GPFA
wM2sfVgMDH	8,8,8,6         	7.5 	Diffusion-Based Planning for Autonomous Driving with Flexible Guidance
Hz4BYVY8YM	8,8,8,6         	7.5 	SVBench: A Benchmark with Temporal Multi-Turn Dialogues for Streaming Video Understanding
bcTjW5kS4W	8,6,8,8         	7.5 	NetFormer: An interpretable model for recovering dynamical connectivity in neuronal population dynamics
2hcfoCHKoB	8,8,6,8         	7.5 	DeepRTL: Bridging Verilog Understanding and Generation with a Unified Representation Model
bjxuqI4KwU	8,6,8,8         	7.5 	Linear SCM Identification in the Presence of Confounders and Gaussian Noise
wJv4AIt4sK	6,8,8,8         	7.5 	Effective Interplay between Sparsity and Quantization: From Theory to Practice
KijslFbfOL	8,8,8,6         	7.5 	Simple yet Effective Incomplete Multi-view Clustering: Similarity-level Imputation and Intra-view Hybrid-group Prototype Construction
kuutidLf6R	6,10,6,8        	7.5 	Diffusion Attribution Score: Which Training Sample Determines Your Generation?
2c7pfOqu9k	8,8,8,6         	7.5 	DeFT: Decoding with Flash Tree-attention for Efficient Tree-structured LLM Inference
lvw3UgeVxS	6,8,8,8         	7.5 	gRNAde: Geometric Deep Learning for 3D RNA inverse design
wHebuIb6IH	6,8,8,8         	7.5 	VLMaterial: Procedural Material Generation with Large Vision-Language Models
z5uVAKwmjf	8,6,8,8         	7.5 	AFlow: Automating Agentic Workflow Generation
yfW1x7uBS5	8,6,8,8         	7.5 	Adversarial Perturbations Cannot Reliably Protect Artists From Generative AI
KZgo2YQbhc	8,8,6,8         	7.5 	PaRa: Personalizing Text-to-Image Diffusion via Parameter Rank Reduction
j4LITBSUjs	8,8,5,8,8       	7.4 	PerturboLLaVA: Reducing Multimodal Hallucinations with Perturbative Visual Training
cD1kl2QKv1	8,8,8,8,5       	7.4 	One-Prompt-One-Story: Free-Lunch Consistent Text-to-Image Generation Using a Single Prompt
OwpLQrpdwE	8,8,5,6,10      	7.4 	Learning vector fields of differential equations on manifolds with geometrically constrained operator-valued kernels
84pDoCD4lH	5,6,8,8,10      	7.4 	Do Vision-Language Models Represent Space and How? Evaluating Spatial Frame of Reference under Ambiguities
uREg3OHjLL	5,8,8,8,8       	7.4 	On the Expressiveness of Rational ReLU Neural Networks With Bounded Depth
lqTILjL6lP	6,5,8,10,8      	7.4 	RESuM: A Rare Event Surrogate Model for  Physics Detector Design
YhfrKB3Ah7	5,8,8,8,8       	7.4 	PABBO: Preferential Amortized Black-Box Optimization
cznqgb4DNv	8,8,8,5,8       	7.4 	Decentralized Sporadic Federated Learning: A Unified Algorithmic Framework with Convergence Guarantees
8oCrlOaYcc	5,8,8,8,8       	7.4 	Don't flatten, tokenize! Unlocking the key to SoftMoE's efficacy in deep RL
S4dItvpvAv	8,6,8,8,8,6,8   	7.4 	How to Find the Exact Pareto Front for Multi-Objective MDPs?
mOpNrrV2zH	8,5,8,8,8       	7.4 	CBGBench: Fill in the Blank of Protein-Molecule Complex Binding Graph
uqWM9hBDAE	8,8,6           	7.3 	How Much is Unseen Depends Chiefly on Information About the Seen
wg3rBImn3O	8,6,8           	7.3 	Provably Accurate Shapley Value Estimation via Leverage Score Sampling
69Fp4dcmJN	8,6,8           	7.3 	Scaling up the Banded Matrix Factorization Mechanism for Large Scale Differentially Private ML
Acvo2RGSCy	8,6,8           	7.3 	DeLLMa: Decision Making Under Uncertainty with Large Language Models
JAMxRSXLFz	6,8,8           	7.3 	Active Task Disambiguation with LLMs
PUnD86UEK5	8,8,6           	7.3 	Adam Exploits $\ell_\infty$-geometry of Loss Landscape via Coordinate-wise Adaptivity
D042vFwJAM	8,6,8           	7.3 	Physics-aligned field reconstruction with diffusion bridge
QKBu1BOAwd	6,8,8           	7.3 	From Exploration to Mastery: Enabling LLMs to Master Tools via Self-Driven Interactions
LBl7Hez0fF	6,8,8           	7.3 	Reducing Hallucinations in Large Vision-Language Models via Latent Space Steering
8UFG9D8xeU	6,8,8           	7.3 	Direct Multi-agent Motion Generation Preference Alignment with Implicit Feedback from Demonstrations
wXSshrxlP4	6,8,8           	7.3 	GOPS: Learning Generative Object Priors for Unsupervised 3D Instance Segmentation
uTqnyF0JNR	6,8,8           	7.3 	IGL-Bench: Establishing the Comprehensive Benchmark for Imbalanced Graph Learning
7xCSK9BLPy	8,6,8           	7.3 	Better Instruction-Following Through Minimum Bayes Risk
pQsllTesiE	8,8,6           	7.3 	Scalable Decision-Making in Stochastic Environments through Learned Temporal Abstraction
pHOH8FVrTp	6,8,8           	7.3 	No Need to Talk: Asynchronous Mixture of Language Models
CkgKSqZbuC	6,8,8           	7.3 	$R^2$-Guard: Robust Reasoning Enabled LLM Guardrail via Knowledge-Enhanced Logical Reasoning
rySLejeB1k	8,8,6           	7.3 	Emergent Orientation Maps —— Mechanisms, Coding Efficiency and Robustness
rdAbEn5DZt	6,8,8           	7.3 	Joint Gradient Balancing for Data Ordering in Finite-Sum Multi-Objective Optimization
vWR3KuiQur	6,8,6,8,8,8     	7.3 	SVDQuant: Absorbing Outliers by Low-Rank Component for 4-Bit Diffusion Models
IF0Q9KY3p2	8,8,6           	7.3 	Implicit Bias of Mirror Descent for Shallow Neural Networks in Univariate Regression
LbgIZpSUCe	6,8,8           	7.3 	Nonlinear multiregion neural dynamics with parametric impulse response communication channels
OZbFRNhpwr	6,8,8           	7.3 	SPA-BENCH: A COMPREHENSIVE BENCHMARK FOR SMARTPHONE AGENT EVALUATION
9GsgCUJtic	8,8,6           	7.3 	When do GFlowNets learn the right distribution?
Mn2qgIcIPS	8,8,6           	7.3 	Continuous Exposure Learning for Low-light Image Enhancement using Neural ODEs
G6dMvRuhFr	8,6,8           	7.3 	Grounding Video Models to Actions through Goal Conditioned Exploration
sahQq2sH5x	6,8,8           	7.3 	Benchmarking Predictive Coding Networks -- Made Simple
t8qcGXaepr	6,8,8           	7.3 	Uncovering Overfitting in Large Language Model Editing
78Nn4QJTEN	8,8,6           	7.3 	When Attention Sink Emerges in Language Models: An Empirical View
NdHka08uWn	8,8,6           	7.3 	RAG-SR: Retrieval-Augmented Generation for Neural Symbolic Regression
NTHMw8S1Ow	8,8,6           	7.3 	Towards Automated Knowledge Integration From Human-Interpretable Representations
NQqJPPCesd	8,6,8           	7.3 	Towards Marginal Fairness Sliced Wasserstein Barycenter
scI9307PLG	8,6,8           	7.3 	Bundle Neural Network for message diffusion on graphs
GjfIZan5jN	6,8,6,8,8,8     	7.3 	Enhancing Pre-trained Representation Classifiability can Boost its Interpretability
97rOQDPmk2	8,6,8           	7.3 	On the Optimization and Generalization of Two-layer Transformers with Sign Gradient Descent
8xxEBAtD7y	8,8,6           	7.3 	Unifying and Verifying Mechanistic Interpretations: A Case Study with Group Operations
wFD16gwpze	6,8,8           	7.3 	Analyzing Neural Scaling Laws in Two-Layer Networks with Power-Law Data Spectra
Fs9EabmQrJ	8,8,6           	7.3 	EmbedLLM: Learning Compact Representations of Large Language Models
MKEHCx25xp	8,6,8           	7.3 	WildBench: Benchmarking LLMs with Challenging Tasks from Real Users in the Wild
MGKDBuyv4p	8,6,8           	7.3 	Mitigating Memorization in Language Models
OeBY9XqiTz	8,8,6           	7.3 	Samba: Synchronized Set-of-Sequences Modeling for Multiple Object Tracking
wmV4cIbgl6	6,8,8           	7.3 	CausalRivers - Scaling up benchmarking of causal discovery for real-world time-series
Im2neAMlre	8,8,6           	7.3 	One  slice  is not  enough:  In  search  of  stable conclusions in text-to-image evaluation
LiUfN9h0Lx	8,8,6           	7.3 	Efficient and Accurate Explanation Estimation with Distribution Compression
r3DF5sOo5B	8,8,6           	7.3 	Transformers Learn to Implement Multi-step Gradient Descent with Chain of Thought
sKYHBTAxVa	6,8,8           	7.3 	LiveBench: A Challenging, Contamination-Free LLM Benchmark
EEgYUccwsV	8,6,8           	7.3 	AgentTrek: Agent Trajectory Synthesis via Guiding Replay with Web Tutorials
P7KRIiLM8T	8,6,8           	7.3 	u-$\mu$P: The Unit-Scaled Maximal Update Parametrization
uSz2K30RRd	8,8,6           	7.3 	Weighted Point Cloud Embedding for Multimodal Contrastive Learning Toward Optimal Similarity Metric
